Title,Authors,Publisher,Published Date,Description,Page Count,Genre,Language,Preview Link
The Death of the Playwright?,Adrian Page,Palgrave Macmillan,1992-02-24,"The nine essays in this volume make significant contributions to the development of contemporary literary theory and demonstrate how a range of new approaches can be applied to modern British drama. In addressing the questions of power, subjectivity, sexuality, psychoanalysis, and the nature of the dramatic text, the contributors reveal how much modern drama can be re-read to discover its radically subversive characteristics. Their conclusions challenge accepted interpretations and suggest major revisions of the processes of understanding and staging drama.",232,Drama,en,http://books.google.co.in/books?id=iPoNAQAAMAAJ&q=Drama&dq=Drama&hl=&cd=39&source=gbs_api
Character's Theater,Lisa A. Freeman,University of Pennsylvania Press,2013-05-07,"If the whole world acted the player, how did the player act the world? In Character's Theater, Lisa A. Freeman uses this question to test recent critical discussion of eighteenth-century literature and culture. Much current work, she observes, focuses on the concept of theatricality as both the governing metaphor of social life and a primary filter of psychic perception. Hume's ""theater of the mind,"" Adam Smith's ""impartial spectator,"" and Diderot's ""tableaux"" are all invoked by theorists to describe a process whereby the private individual comes to internalize theatrical logic and apprehend the self as other. To them theatricality is a critical mechanism of modern subjectivity but one that needs to be concealed if the subject's stability is to be maintained. Finding that much of this discussion about the ""Age of the Spectator"" has been conducted without reference to the play texts or actual theatrical practice, Freeman turns to drama and discovers a dynamic model of identity based on eighteenth-century conceptualizations of character. In contrast to the novel, which cultivated psychological tensions between private interiority and public show, dramatic characters in the eighteenth century experienced no private thoughts. The theater of the eighteenth century was not a theater of absorption but rather a theater of interaction, where what was monitored was not the depth of character, as in the novel, but the arc of a genre over the course of a series of discontinuous acts. In a genre-by-genre analysis of plays about plays, tragedy, comedies of manners, humours, and intrigue, and sentimental comedy, Freeman offers an interpretive account of eighteenth-century drama and its cultural work and demonstrates that by deploying an alternative model of identity, theater marked a site of resistance to the rise of the subject and to the ideological conformity enforced through that identity formation.",307,Drama,en,http://books.google.co.in/books?id=2-K47rTgVQ8C&printsec=frontcover&dq=Drama&hl=&cd=40&source=gbs_api
Adventure,"Jack London, Sheba Blake",Sheba Blake Publishing,2021-11-15,"Though novelist Jack London is best known for the paean to natural wonder that is The Call of the Wild, he had an activist side, as well. In Adventure, London describes and skewers the plantation system of The Solomon Islands in a devastating take-down that is equal parts adventure tale and social justice tract.",279,Fiction,en,http://books.google.co.in/books?id=AgFMEAAAQBAJ&printsec=frontcover&dq=Adventure&hl=&cd=1&source=gbs_api
The Island of Adventure,Enid Blyton,DigiCat,2022-08-01,"DigiCat Publishing presents to you this special edition of ""The Island of Adventure"" by Enid Blyton. DigiCat Publishing considers every written word to be a legacy of humankind. Every DigiCat book has been carefully reproduced for republishing in a new modern format. The books are available in print, as well as ebooks. DigiCat hopes you will treat this work with the acknowledgment and passion it deserves as a classic of world literature.",192,Fiction,en,http://books.google.co.in/books?id=znd_EAAAQBAJ&printsec=frontcover&dq=Adventure&hl=&cd=5&source=gbs_api
The Adventures of Tom Sawyer,Mark Twain,Courier Corporation,1998-01-01,"This childhood classic relates a small-town boy's pranks and escapades with timeless humor and wisdom. In addition to his everyday stunts (searching for buried treasure, trying to impress the adored Becky Thatcher), Tom experiences a dramatic turn of events when he witnesses a murder, runs away, and returns to attend his own funeral and testify in court. A selection of the Common Core State Standards Initiative.",195,Fiction,en,http://books.google.co.in/books?id=wWLcDAAAQBAJ&printsec=frontcover&dq=Adventure&hl=&cd=7&source=gbs_api
Adventure in North Pole,Arjit Jha,,2019-09-13,"A man dies under mysterious circumstances. After his death, his wife remarries but her sons, Antonio and Jayden, find it difficult to bond with their step-father. They tolerate him on account of their mother. They do not want anyone to try and take their father's place. Frustrated with the situation, their mother decides to send all of them on a trip together, so they can bond. The only reason Antonio and Jayden agree to go on the trip is, that they will get to ride in a helicopter. But the helicopter never reaches its destination. No one knows its location. No one knows whether anyone on the helicopter has made it alive. Elsewhere, five archaeologists are abducted and taken to a secret location. Who has abducted the archaeologists? Are all these events connected? Will Antonio and Jayden make it back alive? This is a story of how an ordinary trip turns into an extraordinary adventure. Promote reading, imagination, creativity with this book of an extraordinary adventure story book, and conquering difficult situations. More adventure story books",172,Fiction,en,http://books.google.co.in/books?id=Y-dmygEACAAJ&dq=Adventure&hl=&cd=16&source=gbs_api
The Adventure of the Bruce-Partington Plans,Sir Arthur Conan Doyle,ReadHowYouWant.com,2008-06-04,"Arthur Conan Doyle's The Adventure of the Bruce-Partington Plans (1912) features Mycroft, Sherlock Holmes' brother. The intricate plot involves stolen manuscripts containing designs of the Bruce-Partington submarine. The documents are of national importance, but their recovery is hindered by murder, missing persons, and treason.",74,Fiction,en,http://books.google.co.in/books?id=rotL8p23gIsC&printsec=frontcover&dq=Adventure&hl=&cd=17&source=gbs_api
The Adventures of Huckleberry Finn,Mark Twain,Simon and Schuster,2016-05-17,"Packaged in handsome, affordable trade editions, Clydesdale Classics is a new series of essential literary works. The series features literary phenomena with influence and themes so great that, after their publication, they changed literature forever. From the musings of literary geniuses such as Nathaniel Hawthorne in The Scarlet Letter, to the striking personal narratives from Harriet Jacobs in Incidents in the Life of a Slave Girl, this new series is a comprehensive collection of our history through the words of an exceptional few. Ernest Hemingway once said: “All modern American literature comes from one book by Mark Twain called Huckleberry Finn. American writing comes from that. There was nothing before. There has been nothing as good since.” Often referred to as “the great American novel,” The Adventures of Huckleberry Finn defined American literature with its richness of characters, colorful vernacular, and vibrant depictions of the American Midwest. Told in the first-person from the viewpoint of the classic protagonist, the satirical narrative follows young “Huck” Finn as he searches for escape and adventure along the Mississippi River. The story begins where Twain’s previous novel, The Adventures of Tom Sawyer, left off: Huck and his friend Tom Sawyer come into a large sum of money, and Huck is adopted by a middle-class widow who attempts to civilize him. Accustomed to a poor, destitute existence and vagabonding with his abusive alcoholic father, Huck quickly becomes dissatisfied with the confines and rigidity of his new life. When his father returns and begins to harass him for money, Huck is kidnapped and taken to his father’s cabin, where he longs to escape. After faking his own death, Huck escapes to Jackson’s Island where he meets a slave named Jim, who is also running away. Together, they travel on a raft up the Mississippi River in search of freedom. An absolute, uncontested classic, The Adventures of Huckleberry Finn is one of the greatest coming-of-age adventure tales of our time.",264,Fiction,en,http://books.google.co.in/books?id=fzKCDwAAQBAJ&printsec=frontcover&dq=Adventure&hl=&cd=18&source=gbs_api
An Adventure,"C. A. E. Moberly, Eleanor F. Jourdain",DigiCat,2023-11-20,"Renowned 20th-century authors Moberly and Jourdain describe a visit they made to the Petit Trianon, a small château on the grounds of the Palace of Versailles. At the chateau, they see the chilling sight of the gardens as they had been in the late eighteenth century. Moberly and Jourdain cross paths with several terrifying ghosts of famous figures including Marie Antoinette.",98,Fiction,en,http://books.google.co.in/books?id=1nPiEAAAQBAJ&printsec=frontcover&dq=Adventure&hl=&cd=22&source=gbs_api
Adventure Tourism,"Steve Taylor, Peter Varley, Tony Johnston",Routledge,2013-02-11,"Adventure tourism is an increasingly widespread phenomenon, appealing to an expanding proportion of the population who seek new destinations and new experiences. This timely, edited volume offers new theoretical perspectives of this emerging subset of Tourism. it uses philosophical and cutting edge empirically grounded research to challenge existing thinking and develop the conceptual framework underpinning definitions of adventure, interrogating the adventure tourism experience and further building upon recent advances in adventure education. The book brings together adventure literature from range of disciplines and applies it to focused study of Adventure Tourism. By doing so it significantly furthers understanding and moves forward this development of this area of Tourism. This significant volume is written by leading academics in the area, and will be valuable reading for all those interested in Adventure Tourism.",210,Business & Economics,en,http://books.google.co.in/books?id=L1YY4FDOdxkC&printsec=frontcover&dq=Adventure&hl=&cd=25&source=gbs_api
The Adventure of the Three Gables,Arthur Conan Doyle,Lindhardt og Ringhof,2020-09-28,"The criminal Steve Dixie comes to 221B Baker Street, warning Sherlock Holmes not set a foot in Harlow unless he wants trouble with him. But Holmes has just received a message from Mrs. Maberley, who has been living at the Three Gables in Harlow for almost two years. Her son has just died in Rome and someone is trying to buy her out of her house with a most unconventional contract; Holmes is set on helping her. ""The Adventure of the Three Gables"" is part of ""The Case-Book of Sherlock Holmes"". Sir Arthur Conan Doyle (1859-1930) was born in Scotland and studied medicine at the University of Edinburgh. After his studies, he worked as a ship’s surgeon on various boats. During the Second Boer War, he was an army doctor in South Africa. When he came back to the United Kingdom, he opened his own practice and started writing crime books. He is best known for his thrilling stories about the adventures of Sherlock Holmes. He published four novels and more than 50 short-stories starring the detective and Dr Watson, and they play an important role in the history of crime fiction. Other than the Sherlock Holmes series, Doyle wrote around thirty more books, in genres such as science-fiction, fantasy, historical novels, but also poetry, plays, and non-fiction.",26,Fiction,en,http://books.google.co.in/books?id=OPf8DwAAQBAJ&printsec=frontcover&dq=Adventure&hl=&cd=30&source=gbs_api
Alanna,Tamora Pierce,Simon and Schuster,2014-10-21,"Eleven-year-old Alanna, who aspires to be a knight even though she is a girl, disguises herself as a boy to become a royal page, learning many hard lessons along her path to high adventure.",272,Fiction,en,http://books.google.co.in/books?id=DEJHDgAAQBAJ&printsec=frontcover&dq=Adventure&hl=&cd=34&source=gbs_api
The Castle of Adventure,Enid Blyton,DigiCat,2022-08-01,"DigiCat Publishing presents to you this special edition of ""The Castle of Adventure"" by Enid Blyton. DigiCat Publishing considers every written word to be a legacy of humankind. Every DigiCat book has been carefully reproduced for republishing in a new modern format. The books are available in print, as well as ebooks. DigiCat hopes you will treat this work with the acknowledgment and passion it deserves as a classic of world literature.",168,Fiction,en,http://books.google.co.in/books?id=NIp_EAAAQBAJ&printsec=frontcover&dq=Adventure&hl=&cd=35&source=gbs_api
The Oath of the Vayuputras,Amish Tripathi,Hachette UK,2014-05-29,"Shiva has accepted his destiny, but it has brought him to despair. Can he heal himself and the people who look to him as a god? Today, Shiva is a god. But four thousand years ago, he was just a man - until he brought his people to Meluha, a near-perfect empire founded by the great king Lord Ram. There he realised he was the Neelkanth, a barbarian long prophesied to be Meluha's saviour. But in his hour of victory fighting the Chandravanshis - Meluha's enemy - he discovered they had their own prophecy. Now he must fight to uncover the treachery within his inner circle, and unmask those who are about to destroy all that he has fought for. Shiva is about to learn that good and evil are two sides of the same coin . . .",400,Fiction,en,http://books.google.co.in/books?id=ZO9gBQAAQBAJ&printsec=frontcover&dq=Fiction&hl=&cd=1&source=gbs_api
Harpercollins Book Of New Indian Fiction,Khushwant Singh,HarperCollins,2005-02-16,"In this unparalleled collection of short stories, The HarperCollins Book of New Indian Fiction presents an absorbing view of one of the most fertile literary landscapes in the world. Traversing continents and orbits, styles and themes, in rich, original and frequently surprising ways, the stories testify to the range and depth of Indian writing in English. Variously lyric, satiric, tragic and fantastic, they are unified in their vigour and humanity. T The anthology features a rich assortment of voices from both new authors and established names including Abraham Verghese, Manju Kapur, Githa Hariharan and Amitava Kumar. With an insightful introduction by Khushwant Singh, one of India's foremost literary personalities, this is the definitive survey of a lively modern scene.",220,Fiction,en,http://books.google.co.in/books?id=L9NlAAAAMAAJ&q=Fiction&dq=Fiction&hl=&cd=3&source=gbs_api
Barlasch of the Guard,Henry Seton Merriman,BoD – Books on Demand,2024-02-26,Reproduction of the original. The publishing house Megali specialises in reproducing historical works in large print to make reading easier for people with impaired vision.,342,Fiction,en,http://books.google.co.in/books?id=QYD3EAAAQBAJ&printsec=frontcover&dq=Fiction&hl=&cd=4&source=gbs_api
Get to the Point!,Joel Schwartzberg,Berrett-Koehler Publishers,2017-10-16,"Whether you want to improve your impact in speeches, staff meetings, pitches, emails, PowerPoint presentations, or any other communication setting, this book provides a novel approach that teaches you how to go from simply sharing a thought to making a difference. --",129,Business & Economics,en,http://books.google.co.in/books?id=7EHKDgAAQBAJ&printsec=frontcover&dq=Fiction&hl=&cd=5&source=gbs_api
The Art of Fiction,David Lodge,Random House,2012-04-30,"In this entertaining and enlightening collection David Lodge considers the art of fiction under a wide range of headings, drawing on writers as diverse as Henry James, Martin Amis, Jane Austen and James Joyce. Looking at ideas such as the Intrusive Author, Suspense, the Epistolary Novel, Magic Realism and Symbolism, and illustrating each topic with a passage taken from a classic or modern novel, David Lodge makes the richness and variety of British and American fiction accessible to the general reader. He provides essential reading for students, aspiring writers and anyone who wants to understand how fiction works.",255,Literary Criticism,en,http://books.google.co.in/books?id=MnKdAfqLG14C&printsec=frontcover&dq=Fiction&hl=&cd=6&source=gbs_api
Ready Player One,Ernest Cline,Random House,2011-08-18,"*THE BOOK BEHIND THE MAJOR MOTION PICTURE DIRECTED BY STEVEN SPIELBERG* 'Wildly original and stuffed with irresistible nostalgia, Ready Player One is a spectacularly genre-busting, ambitious, and charming debut' Independent 'Part intergalactic scavenger hunt, part romance, and all heart' CNN 'Ernest Cline's novel deserves to be a modern classic' SciFiNow 'Gorgeously geeky, superbly entertaining, this really is a spectacularly successful debut' Daily Mail _______________ A world at stake. A quest for the ultimate prize. Are you ready? It's the year 2044, and the real world has become an ugly place. We're out of oil. We've wrecked the climate. Famine, poverty, and disease are widespread. Like most of humanity, Wade Watts escapes this depressing reality by spending his waking hours jacked into the OASIS, a sprawling virtual utopia where you can be anything you want to be, where you can live and play and fall in love on any of ten thousand planets. And like most of humanity, Wade is obsessed by the ultimate lottery ticket that lies concealed within this alternate reality: OASIS founder James Halliday, who dies with no heir, has promised that control of the OASIS - and his massive fortune - will go to the person who can solve the riddles he has left scattered throughout his creation. For years, millions have struggled fruitlessly to attain this prize, knowing only that the riddles are based in the culture of the late twentieth century. And then Wade stumbles onto the key to the first puzzle. Suddenly, he finds himself pitted against thousands of competitors in a desperate race to claim the ultimate prize, a chase that soon takes on terrifying real-world dimensions - and that will leave both Wade and his world profoundly changed. _______________ Readers can't get enough of Ready Player One . . . ***** 'THAT WAS SO TOTALLY AWESOME, WOW!' ***** 'This is an exciting story, especially for geeks, and the key word is FUN.' ***** 'Ladies and gentlemen, from this day this book is my life and I will obsess over it constantly.' ***** 'I just kinda wanna cry right now. I'll have a proper review at some point, but I gotta let myself recover.' ***** 'I had the feeling while reading this book that it was written expressly for me. This is my childhood captured.'",303,Fiction,en,http://books.google.co.in/books?id=8qs1-ypf7e0C&printsec=frontcover&dq=Fiction&hl=&cd=7&source=gbs_api
101 Inspiring Stories,G. Francis Xavier,Jaico Publishing House,2014-12-01,"This is one of the many inspiring books from the renowned “Motivator” Dr. G. Francis Xavier. Evidently, this harvest of stories has been gleaned from lands he visited and books he read. Xavier, who conducts full-house personal growth courses has brought out this compendium in an interactive form, making the reader give the answers at the end of the story, which is a novel approach. Stories and examples are the best way to inspire, and this volume can be gifted to anyone. It is useful for preachers, speakers and teachers. The book appeals to readers of all ages except the morose and irredeemable negaholics (negative thinking addicts) and anti-reading teenagers. It has stories to inspire and promises uninterrupted chuckles till the end. There are also quotations on success.",145,Self-Help,en,http://books.google.co.in/books?id=qdTgpEwSiIQC&printsec=frontcover&dq=Fiction&hl=&cd=9&source=gbs_api
When We Were Animals,Joshua Gaylord,Random House,2020-04-30,"Nobody knew why, but when the boys and girls reached a certain age the parents locked themselves up in their houses, and the teenagers ran wild... Lumen Fowler knows she is different. While the rest of her peers are falling beneath the sway of her community’s darkest rite of passage, she resists. For Lumen has a secret. Her mother never ‘breached’ and she knows she won’t either. But as she investigates her town’s strange traditions and unearths stories from her family’s past, she soon realises she may not know herself – or her wild side – at all...",338,Fiction,en,http://books.google.co.in/books?id=TuveDwAAQBAJ&printsec=frontcover&dq=Fiction&hl=&cd=11&source=gbs_api
The Thirteenth Tale,Diane Setterfield,Simon and Schuster,2007-10-09,"When her health begins failing, the mysterious author Vida Winter decides to let Margaret Lea, a biographer, write the truth about her life, but Margaret needs to verify the facts since Vida has a history of telling outlandish tales.",448,Fiction,en,http://books.google.co.in/books?id=IhyOIfJk0GcC&printsec=frontcover&dq=Fiction&hl=&cd=12&source=gbs_api
Nineteen eighty-four,George Orwell,DigiCat,2022-11-22,"This is a dystopian social science fiction novel and morality tale. The novel is set in the year 1984, a fictional future in which most of the world has been destroyed by unending war, constant government monitoring, historical revisionism, and propaganda. The totalitarian superstate Oceania, ruled by the Party and known as Airstrip One, now includes Great Britain as a province. The Party uses the Thought Police to repress individuality and critical thought. Big Brother, the tyrannical ruler of Oceania, enjoys a strong personality cult that was created by the party's overzealous brainwashing methods. Winston Smith, the main character, is a hard-working and skilled member of the Ministry of Truth's Outer Party who secretly despises the Party and harbors rebellious fantasies.",265,Fiction,en,http://books.google.co.in/books?id=1L-jEAAAQBAJ&printsec=frontcover&dq=Fiction&hl=&cd=13&source=gbs_api
Legal Fiction,Chandan Pandey,Harper Collins,2021-07-02,"This is like Kafka in Deoria. Or Camus in the cow belt. But more accurate to say that Legal Fiction is an urgent, literary report about how truth goes missing in our land. I read it with a racing heart. -- Amitava Kumar, author of The Lovers Chandan Pandey goes looking for the story that lurks just out of sight, getting under the skin of news headlines and extracting a story that is as compelling as it is devastating. -- Annie Zaidi, author of Prelude to a Riot Chandan Pandey has written a brilliant, gripping political novel. Legal Fiction is a nuanced, absorbing snapshot of our times -- it captures the minefield of hate politics, the intricate almost invisible fault-lines in relationships, and the power of art in imagining a better society. -- Meena Kandasamy, author of When I Hit You The Hindi novel was already destined to be a marker for this era. Now this translation fills a big gap, for no work originally written in English in India has scratched the surface of what Legal Fiction approaches the cold, dark centre of. Here, in the form of a thriller and the tone of an elegy, is a sharp look at a terrifying Indian -ism and the currents against it. Be ready for a heart of darkness. -- Tanuj Solanki, author of Diwali in Muzaffarnagar Legal fiction: A rule assuming as true something that is clearly false. Often used to get around the provisions of constitutions and legal codes. A late-night phone call from his ex-girlfriend Anasuya forces writer Arjun Kumar to leave his wife and home in Delhi and travel to the mofussil town of Noma on the UP-Bihar border. The reason -- Anasuya's husband, Rafique Neel, a college professor and theatre director, has mysteriously disappeared. Soon after he arrives, Arjun realizes that things are not as they seem: the police are refusing to register a missing-persons case, Rafique's student Janaki has also disappeared, and the locals are determined to turn it into a case of 'love jihad'. And when Arjun begins to dig deeper, what he finds endangers him and everyone around him. Inspired by true events from today's India, Legal Fiction is a brilliant existential thriller and a chilling parable of our times.",119,Fiction,en,http://books.google.co.in/books?id=QLMvEAAAQBAJ&printsec=frontcover&dq=Fiction&hl=&cd=15&source=gbs_api
In Every Moment We Are Still Alive,Tom Malmquist,Hachette UK,2017-06-01,"Chosen by the New York Times as one of the ""Notable Books of 2018"" Chosen by El País as one of this past decade's nine best novels about life and death The prize-winning, bestselling tale of love, loss, family and the lives we live moment by moment, from a stunning new voice in European fiction. Tom's heavily pregnant girlfriend Karin is rushed to hospital with severe flu. While the doctors are able to save the baby, they are helpless in the face of what transpires to be acute Leukemia, and in a moment as fleeting as it is cruel Tom gains a daughter but loses his soul-mate. In Every Moment is the story of a year that changes everything, as Tom must reconcile the fury of bereavement with the overwhelming responsibility of raising his daughter, Livia, alone. By turns tragic and redemptive, meditative and breathless, achingly poignant and darkly funny, this heavily autobiographical novel has been described in its native Sweden as 'hypnotic', 'impossible to resist' and 'one of the most powerful books about grief ever written'.",288,Fiction,en,http://books.google.co.in/books?id=ovYZDQAAQBAJ&printsec=frontcover&dq=Fiction&hl=&cd=16&source=gbs_api
WHORES FOR GLORIA,William T. Vollmann,Pantheon,2013-01-02,"With his first three works of fiction—the novels You Bright and Risen Angels and The Ice-Shirt, and the collection The Rainbow Stories—William T. Vollmann announced himself as a writer of rare and ferocious talent, with critics comparing him to William Burroughs, Thomas Pynchon, and T.C. Boyle. His new novel is the story of Jimmy, who has been deserted by his lover, a prostitute by the name of Gloria. In the despair of his loneliness, and his drunken grief, he reassembles Gloria’s presence out of whatever he can buy from the hookers on the street—the fragments of their lives and dreams, and locks of hair they are willing to share for a price. In his search for these snatches of intimacy he meets the hustlers, drunks, and prostitutes of San Francisco’s Tenderloin district: Candy, who beats her customers when they ask for it but refuses to let them call her a bitch; Snake, who pimps his wife; Nicole, whose job it is to give men AIDS; Jack, who shoots his woman’s earnings into his arm but still likes Chopin even though he doesn’t have a record player; and Gloria, who may or may not be a figment of Jimmy’s imagination. Vollmann writes with explosive power of the inner city, unflinching in the way he confronts the solitude of the homeless and unloved, the insulted and the injured of skid-row America. His exhilarating, high-voltage style and lyric language touch the heart and retrieve a jubilant integrity from the harsh struggles of his characters. Here is a world of harrowing truth, beautifully expressed by a writer of prodigious gifts.",163,Fiction,en,http://books.google.co.in/books?id=7PrQDToTBJUC&dq=Fiction&hl=&cd=17&source=gbs_api
Essential Items,Udayan Mukerjee,Bloomsbury Publishing,2020-11-10,"IT IS THE DREADFUL SUMMER OF THE 2020 PANDEMIC, AND INDIA IS IN LOCKDOWN. A British climber stranded in the Himalayan border town of Munsiyari forms a bond with his host's seven-year-old grandson. Two funeral workers at a Benaras ghat try to work their way out of the dwindling business of cremations. A domestic worker, sent on paid leave, grapples with the shifting landscape for people on the margins of an urban metropolis. Hundreds of returning migrant workers turn up unannounced at the gates of an erstwhile Rajbari in Kolkata in the wake of a devastating cyclone. In Essential Items, Udayan Mukherjee examines oft overlooked human attributes – resilience, faith, endurance – put to test by a pandemic-forced lockdown. Written in stark, minimalist prose, these poignant but darkly funny stories expose deep cracks in our societal structures, papered over by the myth of growing prosperity.",169,Fiction,en,http://books.google.co.in/books?id=dNkGEAAAQBAJ&printsec=frontcover&dq=Fiction&hl=&cd=18&source=gbs_api
The Man in the High Castle,Philip K. Dick,Houghton Mifflin Harcourt,2011,"Slavery is back. America, 1962. Having lost a war, America finds itself under Nazi Germany and Japan occupation. A few Jews still live under assumed names. The 'I Ching' is prevalent in San Francisco. Science fiction meets serious ideas in this take on a possible alternate history.",291,Fiction,en,http://books.google.co.in/books?id=NtukmPtq2l8C&printsec=frontcover&dq=Fiction&hl=&cd=19&source=gbs_api
Dune,Frank Herbert,Penguin,2003-08-26,"• DUNE: PART TWO • THE MAJOR MOTION PICTURE Directed by Denis Villeneuve, screenplay by Denis Villeneuve and Jon Spaihts, based on the novel Dune by Frank Herbert • Starring Timothée Chalamet, Zendaya, Rebecca Ferguson, Josh Brolin, Austin Butler, Florence Pugh, Dave Bautista, Christopher Walken, Stephen McKinley Henderson, Léa Seydoux, with Stellan Skarsgård, with Charlotte Rampling, and Javier Bardem Frank Herbert’s classic masterpiece—a triumph of the imagination and one of the bestselling science fiction novels of all time. Set on the desert planet Arrakis, Dune is the story of Paul Atreides—who would become known as Muad'Dib—and of a great family's ambition to bring to fruition mankind's most ancient and unattainable dream. A stunning blend of adventure and mysticism, environmentalism and politics, Dune won the first Nebula Award, shared the Hugo Award, and formed the basis of what is undoubtedly the grandest epic in science fiction.",897,Fiction,en,http://books.google.co.in/books?id=p1MULH7JsTQC&printsec=frontcover&dq=Fiction&hl=&cd=20&source=gbs_api
The No-Show,Beth O'Leary,Hachette UK,2022-04-05,"The funny, heart-breaking and uplifting new novel from the author of The Flatshare *The instant Sunday Times Top 5 bestseller* 'Ingenious, heartwarming and romantic' SOPHIE KINSELLA 'Surprising and deeply satisfying' EMILY HENRY 'The kind of book that leaves an impression on your heart' HOLLY MILLER 'Such a clever, finely woven, sweet and heart-rending story' BOLU BABALOLA Three women. Three dates. One missing man... 8.52 a.m. Siobhan is looking forward to her breakfast date with Joseph. She was surprised when he suggested it - she normally sees him late at night in her hotel room. Breakfast on Valentine's Day surely means something ... so where is he? 2.43 p.m. Miranda's hoping that a Valentine's Day lunch with Carter will be the perfect way to celebrate her new job. It's a fresh start and a sign that her life is falling into place: she's been dating Carter for five months now and things are getting serious. But why hasn't he shown up? 6.30 p.m. Joseph Carter agreed to be Jane's fake boyfriend at an engagement party. They've not known each other long but their friendship is fast becoming the brightest part of her new life in Winchester. Joseph promised to save Jane tonight. But he's not here... Meet Joseph Carter. That is, if you can find him. The No-Show is the brilliantly funny, heart-breaking and joyful new novel from Beth O'Leary about dating, and waiting, and the ways love can find us. An utterly extraordinary tearjerker of a book, this is O'Leary's most ambitious novel yet. 'The kind of book you want all your friends to read so that you can talk about it non-stop' LIZZIE DAMILOLA BLACKBURN 'A brilliant, multilayered, romantic stunner' LAUREN HO 'Sweepingly romantic, bursting with character, and so, so clever' GILLIAN McALLISTER 'A superb rom-com with a heart wrenching twist' DAILY EXPRESS 'Perfect escapism: romantic and uplifting with a twist you won't see coming' LUCY DIAMOND 'Charming and delightful!' LAURA WILLIAMS 'It will break your heart in a million different ways' LOUISE O'NEILL 'A truly brilliant book' LUCY VINE 'Fresh and surprising yet still so distinctly Beth O'Leary' CAROLINE HULSE 'This book will stop-start your heart with plenty of tears and plenty of laughter' LIA LOUIS 'Fresh, clever, superbly plotted . . . A triumph' MIKE GAYLE 'Beth O'Leary at her very best' LINDSEY KELK 'Achingly clever, another fabulous read from Beth O'Leary' SOPHIE COUSENS A Sunday Times Top 5 bestseller w/c 24/04/2022",336,Fiction,en,http://books.google.co.in/books?id=lVUXEAAAQBAJ&printsec=frontcover&dq=Fiction&hl=&cd=22&source=gbs_api
A Little Life,Hanya Yanagihara,Pan Macmillan,2016,"Moving to New York to pursue creative ambitions, four former classmates share decades marked by love, loss, addiction, and haunting elements from a brutal childhood.",737,Fiction,en,http://books.google.co.in/books?id=2caVCwAAQBAJ&dq=Fiction&hl=&cd=24&source=gbs_api
Human Traces,Sebastian Faulks,Random House,2011-01-31,"'An extraordinary novel of magnificent scope' Evening Standard As young boys both Jacques Rebière and Thomas Midwinter become fascinated with trying to understand the human mind. As psychiatrists, their quest takes them from the squalor of the Victorian lunatic asylum to the crowded lecture halls of the renowned Professor Charcot in Paris; from the heights of the Sierra Madre in California to the plains of unexplored Africa. As the concerns of the old century fade and the First World War divides Europe, the two men's volatile relationship develops and changes, but is always tempered by one exceptional woman; Thomas's sister Sonia. Moving and challenging in equal measure, Human Traces explores the question of what kind of beings men and women really are. 'Shocking and enlightening...touching and affecting' Daily Mail",804,Fiction,en,http://books.google.co.in/books?id=Qj7simOj864C&printsec=frontcover&dq=Fiction&hl=&cd=25&source=gbs_api
The Queen of the Night,Alexander Chee,Penguin UK,2016-04-21,"Recommended by The Observer . . . 'One doesn't so much read it, as one is bewitched by it. Epic, gorgeous, haunting' HANYA YANAGIHARA, author of A Little Life When it begins, it begins as an opera should begin: in a palace, at a ball, in an encounter with a stranger, who you discover has your fate in his hands . . . She is Lilliet Berne. And she is the soprano. 1882. One warm autumn evening in Paris, Lilliet is finally offered an original role, though it comes at a price. The part is based on her deepest secret. Only four people could have betrayed her: one is dead, one loves her still, one wants only to own her. And one, she hopes, never thinks of her at all. In taking this role Lilliet is forced to confront her darkest lies but will the truth save Lilliet - or destroy her? 'Brilliantly extravagant' VOGUE 'Terrific' NEW YORKER",576,Fiction,en,http://books.google.co.in/books?id=-L64CwAAQBAJ&printsec=frontcover&dq=Fiction&hl=&cd=26&source=gbs_api
Making It Up,Penelope Lively,Penguin,2006-09-26,"Look out for Penelope Lively’s new book, The Purple Swamp Hen and Other Stories. Hailed by critics as a benchmark in a career full of award-winning achievements, Making It Up is Penelope Lively's answer to the oft-asked question, ""How much of what you write comes from your own life?"" What if Lively hadn't escaped from Egypt, her birthplace, at the outbreak of World War II? What would her life have been like if she'd married someone else? From a hillside in Italy to an archaeological dig, the author explores the stories that could have been hers, fashioning a sublime dance between reality and imagination that confirms her reputation as a singular talent.",228,Fiction,en,http://books.google.co.in/books?id=U7qUvm_N3fQC&dq=Fiction&hl=&cd=27&source=gbs_api
